year,ncessch,school_name,state_location,lea_name,school_level,school_type,charter,teachers_fte_crdc,teachers_uncertified_fte,support_fte,counselors_fte,social_workers_fte,psychologists_fte,law_enforcement_fte,security_guard_fte,salaries_teachers,salaries_instructional_aides,salaries_support,salaries_administration
mixed - most recent,1.72E+11,Grantfork Upper Elementary Sch,IL,Highland CUSD 5,Primary,Regular school,No,4,0,2,0,0.1,0.1,0,0,206684,-2,21268.92,31018.52
mixed - most recent,1.72E+11,Grass Lake Elem School,IL,Grass Lake SD 36,Primary,Regular school,No,16,0,2.25,0,1,0,0,0,987534,55291,90844,250013
mixed - most recent,1.71E+11,Gray Elem School,IL,City of Chicago SD 299,Primary,Regular school,No,70,0,7,1,0,0,0,2,4120930,291933.938,299385.531,385819
mixed - most recent,1.73E+11,Gray M Sanborn Elem School,IL,Palatine CCSD 15,Primary,Regular school,No,40,0,14.15,0,1,0.6,0,0,2295592,258833.438,662689.688,211715
mixed - most recent,1.73E+11,Graymont Elem School,IL,Rooks Creek CCSD 425,Primary,Regular school,No,6,0,3,0,0,0,0,0,327431,26508,78619,90000
mixed - most recent,1.72E+11,Grayslake Central High School,IL,Grayslake CHSD 127,High,Regular school,No,94,0,34,4,2,1,1,6,7677403,250925.172,1492813.375,1210009.375
mixed - most recent,1.72E+11,Grayslake Early Childhood,IL,Grayslake CCSD 46,Prekindergarten,Regular school,No,8,0,-2,0,1,0,0,0,Not applicable,-2,-2,-2
mixed - most recent,1.72E+11,Grayslake Middle School,IL,Grayslake CCSD 46,Middle,Regular school,No,48,0,2.5,1,3,1,0,0,2677810,40716.352,137182.406,211890
mixed - most recent,1.72E+11,Grayslake North High School,IL,Grayslake CHSD 127,High,Regular school,No,103,0,32,4,3,1,1,6,8136677,352999.5,1361695.875,1226046.875
mixed - most recent,1.72E+11,Grayville Jr Sr High School,IL,Grayville CUSD 1,High,Regular school,No,14,0,3,0.5,0.5,0,0,0,623917,26880,110080,119219
mixed - most recent,1.71E+11,Great Lakes Academy Charter ES,IL,City of Chicago SD 299,Primary,Regular school,Yes,18,1,3,1,1,0,0,0,655686,102539.469,221171.125,599212.125
mixed - most recent,1.70E+11,Greeley Alternative School,IL,Peoria ROE,High,Other/alternative school,No,4,0,0,0.5,0,0,0,0,99219,-2,-2,-2
mixed - most recent,1.74E+11,Greeley Elem School,IL,Winnetka SD 36,Primary,Regular school,No,31,0,6.49,0,1,0.5,0,0,2635930,343493.219,492491.781,156843.766
mixed - most recent,1.71E+11,Greeley Elem School,IL,City of Chicago SD 299,Primary,Regular school,No,39,1,4,1,0,0,0,1,2315781,176398.438,190592.234,245864
mixed - most recent,1.71E+11,Green  W Elem School,IL,City of Chicago SD 299,Primary,Regular school,No,18,0,2,1,0,0,2,0,1106703,286754.188,110510.648,264131
mixed - most recent,1.70E+11,Green Bay Early Childhood Center,IL,North Chicago SD 187,Prekindergarten,Regular school,No,12,0,-2,0,1,1,0,1,Not applicable,-2,-2,-2
mixed - most recent,1.70E+11,Green Bay School,IL,North Shore SD 112,Prekindergarten,Regular school,No,14,0,-2,0,0.5,1,0,0,Not applicable,-2,-2,-2
mixed - most recent,1.73E+11,Greenbriar Elem School,IL,Northbrook SD 28,Primary,Regular school,No,37,0,7.6,0,0.6,1,0,0,3027242,388235.25,585666.688,129848.32
mixed - most recent,1.71E+11,Greenbriar Elem School,IL,Chicago Heights SD 170,Primary,Regular school,No,21,0,14,1,0,0.6,0,0,1256311,64444.141,375718.406,95511
mixed - most recent,1.70E+11,Greenbrier Elem School,IL,Arlington Heights SD 25,Primary,Regular school,No,34,0,14.4,0,2,1.6,0,0,1450672,36586.441,939487.875,272359
mixed - most recent,1.72E+11,Greenbrook Elem School,IL,Keeneyville SD 20,Primary,Regular school,No,44,0,3,0,1,1,0,0,2089410,68608.828,114486.344,178656.594
mixed - most recent,1.71E+11,Greene N Elem School,IL,City of Chicago SD 299,Primary,Regular school,No,29,1,2,1,0,0,0,1,1769771,272170.844,98484.852,262263
mixed - most recent,1.72E+11,Greenfield Elem School,IL,Greenfield CUSD 10,Primary,Regular school,No,24,0,1.25,0.5,0,0.25,0,0,889414,25640,56342,114965
mixed - most recent,1.72E+11,Greenfield High School,IL,Greenfield CUSD 10,High,Regular school,No,13,0,1.25,0.5,0,0,0,0,618345,-2,56342,123032
mixed - most recent,1.70E+11,Greenman Elem School,IL,Aurora West USD 129,Primary,Regular school,No,41,0,4.88,0,1,0,0,0,2379279,61558,165297,169159
mixed - most recent,1.72E+11,Greenview Elementary School,IL,Greenview CUSD 200,Primary,Regular school,No,12,0,6,0.5,0.25,2.25,0,0,408500,17413,217941,156000
mixed - most recent,1.72E+11,Greenview Jr/Sr High School,IL,Greenview CUSD 200,High,Regular school,No,10,0,6,0.5,0.25,0.25,0,0,308000,17413,217941,156000
mixed - most recent,1.72E+11,Greenville Elem School,IL,Bond County CUSD 2,Primary,Regular school,No,42,0,6.35,0,0,0,0,0,1589405,48808.961,187128.594,100581.367
mixed - most recent,1.72E+11,Greenville Jr High School,IL,Bond County CUSD 2,Middle,Regular school,No,19,0,0.34,0,0,0,0,0,962029,-2,18349.24,88154.539
mixed - most recent,1.74E+11,Greenwood Elem School,IL,Woodstock CUSD 200,Primary,Regular school,No,20,0,1.74,0,0.9,0.6,0,0,996499,10845,130709,163715
mixed - most recent,1.74E+11,Greenwood Elem School,IL,Waukegan CUSD 60,Primary,Regular school,No,27,2,3,0,1,0.5,0,0,1091733,451038.062,125356.742,117186.156
mixed - most recent,1.74E+11,Greenwood Elem School,IL,South Holland SD 150,Primary,Regular school,No,16,0,1.5,0,1.05,0,0,0,1474042,50000,427135,196822
mixed - most recent,1.73E+11,Gregory Elem School,IL,Rockford SD 205,Primary,Regular school,No,23,0,4,0,0.5,0.5,0,0,1486784,94154.078,68008.008,92077.867
mixed - most recent,1.71E+11,Gregory Intermediate,IL,Central A & M CUD 21,Primary,Regular school,No,11,0,1.5,1,0,0,0,0,515189,14868,42628.641,44557.91
mixed - most recent,1.71E+11,Gregory Math & Sci Elem Academy,IL,City of Chicago SD 299,Primary,Regular school,No,19,0,5,0,0,0,0,2,799660,148804.812,225289.953,266427
mixed - most recent,1.71E+11,Gresham Elem School,IL,City of Chicago SD 299,Primary,Regular school,No,22,0,5,1,0,0,0,3,963218,177558.875,222323.469,136591
mixed - most recent,1.72E+11,Griggsville-Perry High School,IL,Griggsville-Perry CUSD 4,High,Regular school,No,10,0,0.67,0.33,0,0,0,0,505078,11989.33,26031.93,65179.5
mixed - most recent,1.72E+11,Griggsville-Perry Middle School,IL,Griggsville-Perry CUSD 4,Middle,Regular school,No,11,0,0.67,0.33,0,0,0,0,425129,27411.869,26031.93,98329.5
mixed - most recent,1.72E+11,Griggsville-Perry Primary School,IL,Griggsville-Perry CUSD 4,Primary,Regular school,No,14,0,0.67,0.33,0,0,0,0,516924,102095.688,26031.93,71479.5
mixed - most recent,1.72E+11,Grigsby Intermediate School,IL,Granite City CUSD 9,Middle,Regular school,No,,,,,,,,,,,,
mixed - most recent,1.71E+11,Grimes Elem School,IL,City of Chicago SD 299,Primary,Regular school,No,28,0,5,1,0,0,0,2,1683562,121029.07,203730.125,258602
mixed - most recent,1.71E+11,Grissom Elem School,IL,City of Chicago SD 299,Primary,Regular school,No,19,1,3,1,0,0,0,1,1367946,201616.047,118279.719,149329
mixed - most recent,1.71E+11,Grove Avenue Elem School,IL,Barrington CUSD 220,Primary,Regular school,No,35,0,3.92,0,1,0.4,0,0,2856574,84171.883,500255.688,325712.812
mixed - most recent,1.73E+11,Grove Elementary School,IL,McLean County USD 5,Primary,Regular school,No,49,0,54.7,0,0.5,0.4,0,0,1884696,2067569.75,2067569.75,2067569.75
mixed - most recent,1.71E+11,Grove Jr High School,IL,Comm Cons SD 59,Middle,Regular school,No,62,0,4.7,2,2,1.5,0,0,4311182,265464.531,355834.594,380052
mixed - most recent,1.70E+11,Grundy Area Vocational Center,IL,Grundy/Kendall ROE,High,Vocational school,No,,,,,,,,,,,,
mixed - most recent,1.70E+11,Grundy Co SpEd Cooperative,IL,Grundy County Spec Educ Coop,Missing/not reported,Special education school,No,,,,,,,,,,,,
mixed - most recent,1.73E+11,Grundy Elem School,IL,Morton CUSD 709,Primary,Regular school,No,18,0,13.33,0,0.5,0.4,0,0,1051528,158033,148131,97490
mixed - most recent,1.73E+11,Guilford High School,IL,Rockford SD 205,High,Regular school,No,74,0,139,6,1.5,1.5,1,3.5,6696768,223539.672,685678,599274.562
mixed - most recent,1.71E+11,Gunsaulus Elem Scholastic Academy,IL,City of Chicago SD 299,Primary,Regular school,No,46,0,3,1,0,0,0,1,2272926,274734.312,131027.977,366287
mixed - most recent,1.71E+11,Gwendolyn Brooks Elem Sch,IL,DeKalb CUSD 428,Primary,Regular school,No,19,0,2.15,0,0.6,0.4,0,0,1026316,20662.189,146821.016,80625.922
mixed - most recent,1.74E+11,Gwendolyn Brooks Elementary,IL,Indian Prairie CUSD 204,Primary,Regular school,No,43,0,5.5,0,0.6,0.6,0,0,3075913,198975.016,351731.562,134117.844
mixed - most recent,1.73E+11,Gwendolyn Brooks Middle School,IL,Oak Park ESD 97,Middle,Regular school,No,79,0,5,0,2,1,0,0,5538063,254747.406,156106.453,518280
mixed - most recent,1.71E+11,H C Storm Elem School,IL,Batavia USD 101,Primary,Regular school,No,28,0,4.5,0,1,0.5,0,0,1621553,56547,212720,142940
mixed - most recent,1.70E+11,H E L P  Marshall,IL,Eastern IL Area of Spec Educ,Prekindergarten,Special education school,No,2,0,-2,0,0,0,0,0,Not applicable,-2,-2,-2
mixed - most recent,1.73E+11,H H Conrady Jr High School,IL,North Palos SD 117,Middle,Regular school,No,69,0,12.07,0,2.2,1,0,3,3414926,47519.559,713684.125,304575.344
mixed - most recent,1.71E+11,H L Richards High Sch(Campus),IL,CHSD 218,High,Regular school,No,108,0,16,7,3,2,1,8.5,10574921,466600.344,1577671,942688.312
mixed - most recent,1.74E+11,H R McCall Elem School,IL,Waukegan CUSD 60,Primary,Regular school,No,33,3,2,0,0.7,1,0,0,1212515,310890.219,73146,113889.359
mixed - most recent,1.71E+11,Haber Oaks Campus,IL,CHSD 155,High,Other/alternative school,No,,,,,,,,,,,,
mixed - most recent,1.72E+11,Hadley Junior High School,IL,Glen Ellyn SD 41,Middle,Regular school,No,86,0,9.3,3,2,1.5,0,0,6523921,361175.094,717540.875,315653.906
mixed - most recent,1.72E+11,Hadley Middle School,IL,Homer CCSD 33C,Middle,Regular school,No,62,0,21.57,1,1,1,0,0,3730109,-2,270573.219,295083.219
mixed - most recent,1.73E+11,Haines Elem School,IL,New Lenox SD 122,Primary,Regular school,No,25,0,3,0,1,0.5,0,0,1310143,94619,142758,118423
mixed - most recent,1.71E+11,Haines Elem School,IL,City of Chicago SD 299,Primary,Regular school,No,36,0,4,1,0,0,0,1,2423754,196051.297,178730.266,242681
mixed - most recent,1.71E+11,Hale Elem School,IL,City of Chicago SD 299,Primary,Regular school,No,52,0,4,1,0,0,0,2,3468475,539949.438,171833.953,269680
mixed - most recent,1.71E+11,Haley Elem Academy,IL,City of Chicago SD 299,Primary,Regular school,No,35,1,6,1,0,0,0,2,2089876,208468.094,245230.656,270897
mixed - most recent,1.72E+11,Half Day School,IL,Lincolnshire-Prairieview SD 103,Primary,Regular school,No,51,0,7.4,0,1,1,0,0,2997614,74493.102,632789.5,786726.938
mixed - most recent,1.70E+11,Hall Elem School,IL,Aurora West USD 129,Primary,Regular school,No,33,0,5.81,0,1,1,0,0,2049536,65543,209568,185049
mixed - most recent,1.72E+11,Hall High School,IL,Hall HSD 502,High,Regular school,No,35,0,4,2,0.25,0.25,0.65,0,1633612,102093.008,174391,371014.25
mixed - most recent,1.71E+11,Hamel Elementary School,IL,Edwardsville CUSD 7,Primary,Regular school,No,7,0,1.45,0,0.25,0.25,0,0.87,300551,-2,56072,66159
mixed - most recent,1.71E+11,Hamilton County Jr/Sr High School,IL,Hamilton Co CUSD 10,High,Regular school,No,33,0,6,2,0,0,0,0,1358007,65502.961,207785.984,147359.281
mixed - most recent,1.71E+11,Hamilton County Preschool Center,IL,Hamilton Co CUSD 10,Prekindergarten,Regular school,No,4,0,-2,1,0,0,0,0,Not applicable,-2,-2,-2
mixed - most recent,1.73E+11,Hamilton Elem School,IL,Moline-Coal Valley CUSD 40,Primary,Regular school,No,37,0,4.5,0.8,0,0,0,0,2393413,134895,215599,197180
mixed - most recent,1.71E+11,Hamilton Elem School,IL,City of Chicago SD 299,Primary,Regular school,No,31,0,2,1,0,0,0,1,1798814,191215.344,82633.781,228000
mixed - most recent,1.72E+11,Hamilton Elementary School,IL,Hamilton CCSD 328,Primary,Regular school,No,24,0,2,1,0,0,0,0,959099,53161.879,36967,112683.773
mixed - most recent,1.72E+11,Hamilton Jr/Sr High Sch,IL,Hamilton CCSD 328,High,Regular school,No,21,0,2,1,0,0,0,0,754723,24295.92,104561.156,120327.469
mixed - most recent,1.70E+11,Hamlin Upper Grade Center,IL,Atwood Heights SD 125,Middle,Regular school,No,16,0,1,0,1,1,0,0,823373,48607,17664,125513
mixed - most recent,1.71E+11,Hamline Elem School,IL,City of Chicago SD 299,Primary,Regular school,No,32,0,8,1,0,0,0,4,1435649,311060.719,345337.625,354437
mixed - most recent,1.71E+11,Hammond Elem School,IL,City of Chicago SD 299,Primary,Regular school,No,30,0,3.5,1,0,0,0,1,1411266,233196.734,196370.125,247951
mixed - most recent,1.71E+11,Hampshire Elem School,IL,CUSD 300,Primary,Regular school,No,31,0,2,0,1,1,0,0,1292335,96099.68,305505.375,99222.039
mixed - most recent,1.71E+11,Hampshire High School,IL,CUSD 300,High,Regular school,No,100,0,12.5,6.5,2.5,1,0,3.75,4654267,298283.062,464266.969,1093095.125
mixed - most recent,1.71E+11,Hampshire Middle School,IL,CUSD 300,Middle,Regular school,No,66,0,2,6.5,1,0,0,0,3340605,199680.641,238408.594,318029.031
mixed - most recent,1.71E+11,Hampton Elem Fine & Perf Arts Sch,IL,City of Chicago SD 299,Primary,Regular school,No,34,0,4,1,0,0,1,1,1844886,289455.844,180359.938,273869
mixed - most recent,1.72E+11,Hampton Elem School,IL,Hampton SD 29,Primary,Regular school,No,16,0,4,0,0,0,0,1,803332,76312.188,56090.66,246293.188
mixed - most recent,1.71E+11,Hancock College Preparatory HS,IL,City of Chicago SD 299,High,Regular school,No,58,1,8,3,0,0,0,3,3962457,109396.242,391741.562,364770
mixed - most recent,1.71E+11,Hannah Beardsley Middle School,IL,Crystal Lake CCSD 47,Middle,Regular school,No,69,3,5.6,0,3,1.2,0,0,3725200,281003.25,373498.938,289700
mixed - most recent,1.71E+11,Hanover Countryside Elem School,IL,SD U-46,Primary,Regular school,No,20,1,0.75,0,1,0,0,0,1373135,2631.9,56510.469,107621.367
mixed - most recent,1.73E+11,Hanover Highlands Elem School,IL,Schaumburg CCSD 54,Primary,Regular school,No,35,0,24.94,0,1,1,0,0,2434787,440193.188,1681454,284667.438
mixed - most recent,1.71E+11,Hanson Park Elem School,IL,City of Chicago SD 299,Primary,Regular school,No,93,0,7,1,0,0,0,3,4556754,1535923,325347.812,403739
mixed - most recent,1.70E+11,Harbor Academy Reg Safe Sch Prg,IL,Region 06 West Cook ISC 2,High,Other/alternative school,No,4,0,2,0,0.5,0,0,0,229776,-2,191107,175000
mixed - most recent,1.72E+11,Hardin County Elem School,IL,Hardin County CUSD 1,Primary,Regular school,No,19,0,7,1,0,0,1,0,695538,56657.852,175534.297,125843
mixed - most recent,1.72E+11,Hardin County High School,IL,Hardin County CUSD 1,High,Regular school,No,10,0,4.75,1,0,0,1,0,462919,-2,108897.102,62921.5
mixed - most recent,1.72E+11,Hardin County Jr High School,IL,Hardin County CUSD 1,Middle,Regular school,No,6,0,3.5,1,0,0,1,0,248871,30734.34,76499.07,62921.5
mixed - most recent,1.72E+11,Harding Grade School,IL,Serena CUSD 2,Primary,Regular school,No,7,0,1.5,0,0.25,0.25,0,0,476285,45109,51622.809,76573
mixed - most recent,1.70E+11,Harding Primary School,IL,Monmouth-Roseville CUSD 238,Primary,Regular school,No,16,0,1.2,1,0,0,0,0,740399,40826.18,53316.461,83844.227
mixed - most recent,1.71E+11,Harlan Community Academy HS,IL,City of Chicago SD 299,High,Regular school,No,28,1,14,1,0,0,0,7,1691323,103148.383,609558.438,242323
mixed - most recent,1.72E+11,Harlem High School,IL,Harlem UD 122,High,Regular school,No,118,0,17,6,3,1,1.5,1,7420596,622699.312,1182229,651602.625
mixed - most recent,1.72E+11,Harlem Middle School,IL,Harlem UD 122,Middle,Regular school,No,78,0,11,4,2.5,1,1,1,4606731,210656.625,696498.062,413442.094
mixed - most recent,1.71E+11,Harmony Intermediate Center,IL,Harmony Emge SD 175,Middle,Regular school,No,15,0,1.92,0,0.5,1,0,0,693100,56428.859,60889.16,134120
mixed - most recent,1.73E+11,Harnew Elem School,IL,Ridgeland SD 122,Primary,Regular school,No,38,0,9.5,0,1.5,0.6,0,0,1674424,192132,297871,155100
mixed - most recent,1.74E+11,Harper Elem School,IL,Wilmette SD 39,Primary,Regular school,No,34,0,5.68,0,1,0.6,0,0,2572071,142876.312,252636.016,241191.844
mixed - most recent,1.71E+11,Harper High School,IL,City of Chicago SD 299,High,Regular school,No,12,2,9,1,0,0,1,6,738502,150444.953,385598.25,149329
mixed - most recent,1.71E+11,Harriet Gifford Elem School,IL,SD U-46,Primary,Regular school,No,29,2,1.55,0,1,0,0,0,1499872,34641.238,99809.094,129625.82
mixed - most recent,1.72E+11,Harrisburg High School,IL,Harrisburg CUSD 3,High,Regular school,No,34,0,9,1,0,0,0,0,1774376,158463.234,158463.234,153251
mixed - most recent,1.72E+11,Harrisburg Middle School,IL,Harrisburg CUSD 3,Middle,Regular school,No,21,0,9,0,0,0,0,0,1377975,133529.156,176431.234,142380.453
mixed - most recent,1.73E+11,Harrison Comm Learning Cntr,IL,Peoria SD 150,Primary,Regular school,No,43,1,6,1,1,0,0,0,1886833,116199.797,188058.266,322886
mixed - most recent,1.72E+11,Harrison Elem School,IL,Harrison SD 36,Primary,Regular school,No,31,0,5,0,1,0,0,0,1175757,107826,278598,317895
mixed - most recent,1.72E+11,Harrison Street Elem School,IL,Geneva CUSD 304,Primary,Regular school,No,33,0,4.96,0,1,1,0,0,2152233,150366.75,355697.969,99677.75
mixed - most recent,1.71E+11,Harry D Jacobs High School,IL,CUSD 300,High,Regular school,No,137,0,20.1,7,3.3,2.8,0,7,6023149,1094207,857780.062,1512054.125
mixed - most recent,1.74E+11,Harry E Fry School,IL,Burbank SD 111,Primary,Regular school,No,31,0,2,0,1,0,0,0,1792308,67479.43,51974.07,571960.5
mixed - most recent,1.74E+11,Hartford Elem School,IL,Wood River-Hartford ESD 15,Primary,Regular school,No,13,0,3.03,1,1,1,0,0,482130,23521.039,157029.703,73260.148
mixed - most recent,1.72E+11,Hartsburg-Emden Jr-Sr High School,IL,Hartsburg Emden CUSD 21,High,Regular school,No,15,0,0.05,1,0,0,0,0,598715,-2,16511,169547.766
mixed - most recent,1.71E+11,Harvard Elem School,IL,City of Chicago SD 299,Primary,Regular school,No,23,0,4.5,1,0,0,0,3,1221493,394311.312,196685.078,245109
mixed - most recent,1.72E+11,Harvard High School,IL,Harvard CUSD 50,High,Regular school,No,63,0,18,3,1,2,0.5,0,2771021,209307.641,1563523.75,354500.375
mixed - most recent,1.72E+11,Harvard Jr High School,IL,Harvard CUSD 50,Middle,Regular school,No,48,0,14,0,2,1,0.5,0,2165388,128845.852,798879.5,149463.375
mixed - most recent,1.74E+11,Harvard Park Elem School,IL,Springfield SD 186,Primary,Regular school,No,31,0,3.3,0,1,0.5,0,0,1266679,-2,191590,178200
mixed - most recent,1.73E+11,Haskell Elementary School,IL,Rockford SD 205,Primary,Regular school,No,22,0,37,0,0.5,0.5,0,0,1133615,97638.773,78839.273,92255.188
mixed - most recent,1.71E+11,Haugan Elem School,IL,City of Chicago SD 299,Primary,Regular school,No,56,1,5,2,0,0,0,2,2881334,457063.125,230790.844,268909
mixed - most recent,1.72E+11,Havana High School,IL,Havana CUSD 126,High,Regular school,No,25,0.75,2,1,0.33,0.33,0,0,1005620,85384,95144,410182
mixed - most recent,1.72E+11,Havana Jr High School,IL,Havana CUSD 126,Middle,Regular school,No,20,0,4.5,0,0.33,0.33,0,0,881530,120806,117311,220597
mixed - most recent,1.71E+11,Haven Middle School,IL,Evanston CCSD 65,Middle,Regular school,No,69,0,9,0,3,1,0,0,5338636,144545.703,579687.062,432153.125
mixed - most recent,1.71E+11,Hawk Hollow Elem School,IL,SD U-46,Primary,Regular school,No,19,0,1.75,0,1,0,0,0,1237905,10801.56,93333.18,90244.359
mixed - most recent,1.72E+11,Hawthorn Aspen Elem School,IL,Hawthorn CCSD 73,Primary,Regular school,No,38,0,5,1,1,1,1,0,2324926,80143.531,172314.312,138358
mixed - most recent,1.72E+11,Hawthorn Elem School North,IL,Hawthorn CCSD 73,Primary,Regular school,No,54,0,12,3,3,1,1,0,3214848,298837.062,329334.844,173018
mixed - most recent,1.72E+11,Hawthorn Elem School South,IL,Hawthorn CCSD 73,Primary,Regular school,No,61,0,9,2,2,1,1,0,3678545,263235.875,248416.453,213937
mixed - most recent,1.74E+11,Hawthorn Elem School,IL,Salem SD 111,Primary,Regular school,No,30,0,1,1,1,0,0,0,1413912,90040.227,17200.029,219587.953
mixed - most recent,1.72E+11,Hawthorn Middle School North,IL,Hawthorn CCSD 73,Middle,Regular school,No,49,0,8,2,2,1,1,0,2893449,134784.547,326516.375,191439
mixed - most recent,1.72E+11,Hawthorn Middle School South,IL,Hawthorn CCSD 73,Middle,Regular school,No,56,0,9,3,3,1,1,0,3688911,249623.891,248441.922,193000
mixed - most recent,1.72E+11,Hawthorn Sch of Dual Language,IL,Hawthorn CCSD 73,Primary,Regular school,No,32,0,10,1,1,1,1,0,1692493,64146.711,197401.078,135897
mixed - most recent,1.72E+11,Hawthorn School for Young Learners,IL,Hawthorn CCSD 73,Primary,Regular school,No,,,,,,,,,,,,
