year,ncessch,school_name,state_location,lea_name,school_level,school_type,charter,teachers_fte_crdc,teachers_uncertified_fte,support_fte,counselors_fte,social_workers_fte,psychologists_fte,law_enforcement_fte,security_guard_fte,salaries_teachers,salaries_instructional_aides,salaries_support,salaries_administration
mixed - most recent,1.71E+11,Thomas Elementary School,IL,Carbondale ESD 95,Primary,Regular school,No,23,0,5,0,0,0.25,0,0,1788075,65098.219,97426.508,92331
mixed - most recent,1.73E+11,Thomas Jefferson Elem Sch,IL,Plainfield SD 202,Primary,Regular school,No,40,0,2.63,0,0,0,0,0,2434932,391346.531,115667.656,169111.094
mixed - most recent,1.73E+11,Thomas Jefferson Elem School,IL,Rock Island SD 41,Primary,Regular school,No,16,0,1,0.5,0.5,0.5,0,0,13500,-2,135000,-2
mixed - most recent,1.73E+11,Thomas Jefferson Elem School,IL,Palatine CCSD 15,Primary,Regular school,No,28,1,10.33,0,1,1,0,0,2183038,282072.406,687361,221155
mixed - most recent,1.72E+11,Thomas Jefferson Elem School,IL,Joliet PSD 86,Primary,Regular school,No,29,6,1,0,1,0,0,0,1206669,17955,54332,132829
mixed - most recent,1.72E+11,Thomas Jefferson Jr High School,IL,Woodridge SD 68,Middle,Regular school,No,54,0,7,1,0,0.5,0,0,3617396,26346.32,458781.812,328253
mixed - most recent,1.74E+11,Thomas Jefferson Middle School,IL,Waukegan CUSD 60,Middle,Regular school,No,66,9,4,3,1,1,0,6,2412107,234413.734,204221.547,203206
mixed - most recent,1.73E+11,Thomas Jefferson Primary School,IL,Peoria SD 150,Primary,Regular school,No,40,0,6,0,0,0,0,0,2243114,102744.359,243578.297,212771.5
mixed - most recent,1.71E+11,Thomas Kelly College Preparatory,IL,City of Chicago SD 299,High,Regular school,No,122,0,24,4,0,0,0,9,7760799,415880.125,1063779,565844
mixed - most recent,1.70E+11,Thomas Metcalf School,IL,ISU  Laboratory Schools,Primary,Regular school,No,36,1,0,0,0,1,0,0,2071194,94325,-2,336951
mixed - most recent,1.70E+11,Thomas Middle School,IL,Arlington Heights SD 25,Middle,Regular school,No,77,0,62.33,0,2.8,1,0,0,4649701,40504.859,560448.312,457090.594
mixed - most recent,1.74E+11,Thomas Paine Elem School,IL,Urbana SD 116,Primary,Regular school,No,27,0,2,0,1,0,0,0,725378,123783.258,116507,100502.453
mixed - most recent,1.73E+11,Thomas S Baldwin Elementary School,IL,Quincy SD 172,Primary,Regular school,No,20,0,2.5,0,1,0,0,0,789543,-2,75889.211,86121.93
mixed - most recent,1.74E+11,Thomasboro Grade School,IL,Thomasboro CCSD 130,Primary,Regular school,No,13,0,6,1,0,0,0,0,581743,78072.453,82813.93,171925.375
mixed - most recent,1.70E+11,Thome Ed School,IL,Bi-County Special Educ Coop,Other,Special education school,No,6,0,1,0,1,0,0,0,367993,153158.438,21525,60412
mixed - most recent,1.72E+11,Thompson Instructional Center,IL,Joliet PSD 86,Primary,Other/alternative school,No,0,0,0,0,0,0,0,0,Not applicable,-2,-2,-2
mixed - most recent,1.73E+11,Thompson Jr High School,IL,CUSD 308,Middle,Regular school,No,60,0,7,2,2,1,0,0,4176583,323626.031,566203.125,309477.75
mixed - most recent,1.74E+11,Thompson Middle School,IL,St Charles CUSD 303,Middle,Regular school,No,114,0,19.81,4,3,2,0,0,7617214,585701,1283159.25,401532.625
mixed - most recent,1.70E+11,Thompsonville Grade  School,IL,Thompsonville CUSD 174,Primary,Regular school,No,12,0,5.71,0,0,0,0,0,555956,69929,196582,74292
mixed - most recent,1.70E+11,Thompsonville High School,IL,Thompsonville CUSD 174,High,Regular school,No,10,0,2.56,0,0,0,0,0,508835,17423,91450,33377
mixed - most recent,1.74E+11,Thornridge High School,IL,Thornton Twp HSD 205,High,Regular school,No,118,0,14,5,2,1,1,22,7977477,521398.531,1127919,989420
mixed - most recent,1.74E+11,Thornton Fractnl No High School,IL,Thornton Fractional Twp HSD 215,High,Regular school,No,81,0,24,5,1.5,1,1,7,7798910,269804.062,1644869.375,735021
mixed - most recent,1.74E+11,Thornton Fractnl So High School,IL,Thornton Fractional Twp HSD 215,High,Regular school,No,105,0,24.6,5,1.5,1,0,8,10278627,235091.5,1625879.5,650475.125
mixed - most recent,1.74E+11,Thornton Township High School,IL,Thornton Twp HSD 205,High,Regular school,No,155,0,17,7,2,1,1,25,10715111,872474.625,1437263.875,1234440.625
mixed - most recent,1.74E+11,Thornwood High School,IL,Thornton Twp HSD 205,High,Regular school,No,153,0,18,7,1,2,1,20,10532620,492165.75,1847722,1115808.5
mixed - most recent,1.71E+11,Thorp  J N Elem School,IL,City of Chicago SD 299,Primary,Regular school,No,22,1,5,1,0,0,0,2,937806,318918.406,201829.938,252053
mixed - most recent,1.71E+11,Thorp  O A Elem Scholastic Acad,IL,City of Chicago SD 299,Primary,Regular school,No,51,0,4,1.5,0,0,4,0,3094686,449148.438,171350.484,382255
mixed - most recent,1.71E+11,Three Oaks School,IL,Cary CCSD 26,Primary,Regular school,No,43,1.5,3,0,2,0.5,0,0,1987264,136469.844,121097.281,168557.562
mixed - most recent,1.71E+11,Three Rivers School,IL,Channahon SD 17,Middle,Regular school,No,18,0,10,0,1,0,0,0,885652,34795,217225,122137
mixed - most recent,1.71E+11,Thurgood Marshall Elem School,IL,Bellwood SD 88,Primary,Regular school,No,24,0,8.25,0,2,1,0,0,1332322,73917,356284,148259
mixed - most recent,1.73E+11,Thurgood Marshall Elementary,IL,Rockford SD 205,Primary,Regular school,No,20,0,3,0,0,0,0,0,1350842,94153.359,56167.512,161018.719
mixed - most recent,1.73E+11,Thurgood Marshall Learning Ctr,IL,Rock Island SD 41,High,Regular school,No,11,0,0,0,0.5,0.5,0,0,Not applicable,-2,-2,-2
mixed - most recent,1.73E+11,Thurgood Marshall School,IL,Rockford SD 205,Middle,Regular school,No,23,0,19,2,0.5,0.3,0,0,1946680,37372.32,165138.047,184077.062
mixed - most recent,1.71E+11,Tilden Career Communty Academy HS,IL,City of Chicago SD 299,High,Regular school,No,24,1,11,1,0,0,0,6,1075321,217940.609,458299.719,254224
mixed - most recent,1.71E+11,Till Elem Math & Science Academy,IL,City of Chicago SD 299,Primary,Regular school,No,20,0,5,2,0,0,0,2,1291750,134177.766,188555.484,249142
mixed - most recent,1.73E+11,Tilton Elem School,IL,Rochelle CCSD 231,Primary,Regular school,No,17,0,2.98,0.5,0,0,0,0,965480,61970.391,87243.977,78086.602
mixed - most recent,1.71E+11,Tilton Elem School,IL,City of Chicago SD 299,Primary,Regular school,No,21,0,3.15,1,0,0,0,3,994738,111197.719,139046.656,234840
mixed - most recent,1.73E+11,Timber Ridge Middle School,IL,Plainfield SD 202,Middle,Regular school,No,53,0,4.88,0,2,1,0,0,3500061,134333.156,353140.344,240814.094
mixed - most recent,1.70E+11,Timber Ridge School,IL,NW Suburban Spec Educ Org,Missing/not reported,Special education school,No,13,0,1.9,0,1,4,0.5,0,864130,661509,86302,244310
mixed - most recent,1.71E+11,Timber Trails Elementary School,IL,SD U-46,Primary,Regular school,No,28,5,1.95,0,1,0,0,0,1645335,22543.289,130048.82,113902.383
mixed - most recent,1.71E+11,Tinley Park High School,IL,Bremen CHSD 228,High,Regular school,No,90,0,9,4,2,1,1.2,4,5550465,222744.922,800078,1071113.75
mixed - most recent,1.71E+11,Tioga Elementary School,IL,Bensenville SD 2,Primary,Regular school,No,67,0,14,0,1,1,0,0,3259438,382076.844,450238.562,296620
mixed - most recent,1.72E+11,Todd Hall Elem School,IL,Lincolnwood SD 74,Primary,Regular school,No,31,0,9,0,1,1,0,0,2441653,68301,595949,255804
mixed - most recent,1.74E+11,Tonica Grade School,IL,Tonica CCSD 79,Primary,Regular school,No,16,0,1,4.4,0,0.1,0,0,627598,99625.633,31486.08,134778.781
mixed - most recent,1.71E+11,Tonti Elem School,IL,City of Chicago SD 299,Primary,Regular school,No,61,0,6,1,0,0,0,3,3494146,228703.891,281243.156,260197
mixed - most recent,1.73E+11,Towanda Elem School,IL,McLean County USD 5,Primary,Regular school,No,16,0,23.75,0,0.2,0.5,0,0,818039,897789.688,897789.688,897789.688
mixed - most recent,1.70E+11,Transition Learning Center,IL,North DuPage Sp Ed Cooperative,Missing/not reported,Special education school,No,2,0,0.4,0,0.2,0,0,0,277777,101225.227,29190,108870.648
mixed - most recent,1.70E+11,Transition Program,IL,School Assn For Special Educ,Missing/not reported,Special education school,No,,,,,,,,,,,,
mixed - most recent,1.70E+11,Transition,IL,Southwest Cook Coop Spec Ed,Missing/not reported,Special education school,No,,,,,,,,,,,,
mixed - most recent,1.70E+11,Transition,IL,Spec Educ Dist Lake County/Sedol,Missing/not reported,Special education school,No,11,0,33,0,1,0,0,0,944596,535262.312,1419813.625,188937.016
mixed - most recent,1.70E+11,Transitional Employment Program,IL,Southwest Cook Coop Spec Ed,Missing/not reported,Special education school,No,,,,,,,,,,,,
mixed - most recent,1.73E+11,Traughber Jr High School,IL,CUSD 308,Middle,Regular school,No,63,0,7,3,2,1,0,0,4748096,214871.375,629025.562,342959.031
mixed - most recent,1.70E+11,Treatment & Learning Center,IL,Eastern IL Area of Spec Educ,Missing/not reported,Special education school,No,9,2,5,2.5,0,0,0,0,364477,340335.625,203531.406,68560.656
mixed - most recent,1.70E+11,Treatment & Learning Center-H,IL,Eastern IL Area of Spec Educ,Missing/not reported,Special education school,No,9,1,5,2,1,0,0,0,495794,252594.906,279351.812,70456.844
mixed - most recent,1.74E+11,Tremont Elem School,IL,Tremont CUSD 702,Primary,Regular school,No,22,0,3.66,0,1,0.33,0,0,1112837,194866.656,126948.438,98595
mixed - most recent,1.74E+11,Tremont High School,IL,Tremont CUSD 702,High,Regular school,No,24,0,5.33,1,0.33,0.33,0,0,1360377,42051,242593.594,158565.812
mixed - most recent,1.74E+11,Tremont Middle School,IL,Tremont CUSD 702,Middle,Regular school,No,17,0,2.5,0,0.4,0.33,0,0,1027973,65049,161702.75,129293.406
mixed - most recent,1.74E+11,Trenton Elem School,IL,Wesclin CUSD 3,Primary,Regular school,No,13,0,4,0,0.25,0.25,0,0,767865,240000,250000,115000
mixed - most recent,1.73E+11,Trewyn Primary School,IL,Peoria SD 150,Primary,Regular school,No,27,0,8,1,0,0,0,1,1311976,164335.266,233896.547,180160
mixed - most recent,1.74E+11,Tri Point Elementary School,IL,Tri Point CUSD 6-J,Primary,Regular school,No,8,0,2,0,0,0,0.33,0,368400,98500,52800,85400
mixed - most recent,1.71E+11,Tri-C Elementary School,IL,Carterville CUSD 5,Primary,Regular school,No,48,0,19.29,1,0.25,0.25,0,0,1897747,-2,439276.688,230050.812
mixed - most recent,1.74E+11,Tri-City Elem School,IL,Tri City CUSD 1,Primary,Regular school,No,19,0,2,0,0.25,0.25,0,0,681740,112643,113935,86890
mixed - most recent,1.74E+11,Tri-City High School,IL,Tri City CUSD 1,High,Regular school,No,27,0,1,1,0,0,0,0,485404,30000,48179,307453.281
mixed - most recent,1.74E+11,Tri-City Jr High School,IL,Tri City CUSD 1,Middle,Regular school,No,8,0,1,0,0,0,0,0,487022,22321,24089,46210
mixed - most recent,1.70E+11,Tri-County Center,IL,Tri-County Sp Ed Jnt Agreement,Missing/not reported,Special education school,No,,,,,,,,,,,,
mixed - most recent,1.70E+11,Tri-County South - Choate,IL,Tri-County Sp Ed Jnt Agreement,Missing/not reported,Special education school,No,,,,,,,,,,,,
mixed - most recent,1.70E+11,Tri-County Ward,IL,Tri-County Sp Ed Jnt Agreement,Missing/not reported,Special education school,No,,,,,,,,,,,,
mixed - most recent,1.74E+11,Tri-Point High School,IL,Tri Point CUSD 6-J,High,Regular school,No,14,0,3,1,0,0,0.34,0,652500,75850,77500,88000
mixed - most recent,1.74E+11,Tri-Point Jr High/Elementary,IL,Tri Point CUSD 6-J,Middle,Regular school,No,9,0,2,0,0,0,0.33,0,405000,93500,86500,87500
mixed - most recent,1.71E+11,Tri-Valley Elem School,IL,Tri Valley CUSD 3,Primary,Regular school,No,26,0,50,0.4,0.2,0.4,0,0,5510766,338924,869529,907940
mixed - most recent,1.71E+11,Tri-Valley High School,IL,Tri Valley CUSD 3,High,Regular school,No,25,0,50,1,0,0,0,0,5510766,338924,869529,907940
mixed - most recent,1.71E+11,Tri-Valley Middle School,IL,Tri Valley CUSD 3,Middle,Regular school,No,28,0,50,0.6,0.2,0.3,0,0,5510766,338924,869529,907940
mixed - most recent,1.74E+11,Triad High School,IL,Triad CUSD 2,High,Regular school,No,66,0,1,3,1,1,1,2,3739938,-2,70338,358852
mixed - most recent,1.74E+11,Triad Middle School,IL,Triad CUSD 2,Middle,Regular school,No,49,0,1,1,1,1,1,0,2427149,-2,37665,261160
mixed - most recent,1.71E+11,Trico Elementary School,IL,Trico CUSD 176,Primary,Regular school,No,25,0,1,0,0,0,1,0,850000,90000,15000,30000
mixed - most recent,1.71E+11,Trico Jr High School,IL,Trico CUSD 176,Middle,Regular school,No,12,0,1,0,0,0,0,0,850000,45000,15000,22500
mixed - most recent,1.71E+11,Trico Senior High School,IL,Trico CUSD 176,High,Regular school,No,18,0,1,1,0,0,0,0,1200000,60000,15000,42000
mixed - most recent,1.74E+11,Trinity School,IL,West Chicago ESD 33,Prekindergarten,Regular school,No,7,0,-2,0,0,1,0,0,Not applicable,-2,-2,-2
mixed - most recent,1.71E+11,Triopia Grade School,IL,Triopia CUSD 27,Primary,Regular school,No,15,0,3,0,0.5,0,0,0,656588,46983,77375.18,74000
mixed - most recent,1.71E+11,Triopia Jr-Sr High School,IL,Triopia CUSD 27,High,Regular school,No,17,0,3.5,1,0.5,0,0,0,640123,71694.758,108923.844,70000
mixed - most recent,1.70E+11,Tripp School,IL,Aptakisic-Tripp CCSD 102,Primary,Regular school,No,49,0,10.06,0,1,1,0,0,3625175,303659,826271.875,202527.062
mixed - most recent,1.70E+11,Tristar Acad Safe Sch Program,IL,Bond/Christian/Effingham/Fayette/Montgomery ROE,Middle,Other/alternative school,No,1,0,0.5,0,0,0,0,0,47276,16068,12631,32750
mixed - most recent,1.74E+11,Troy Craughwell School,IL,Troy CCSD 30C,Primary,Regular school,No,33,0,3,1,1,0,0,0,1644264,221311.438,94554.117,180337.047
mixed - most recent,1.74E+11,Troy Cronin Elem School,IL,Troy CCSD 30C,Primary,Regular school,No,42,0,4,0,2,0,0,0,1564543,672834.562,132917.953,162963.078
mixed - most recent,1.74E+11,Troy Heritage Trail School,IL,Troy CCSD 30C,Primary,Regular school,No,33,0,3,0,2,0,0,0,1566021,271188.531,92963.352,160951.453
mixed - most recent,1.74E+11,Troy Hofer Elem Sch,IL,Troy CCSD 30C,Primary,Regular school,No,30,0,3,0,1.5,0,0,0,1610768,243828.906,79343.367,165630.125
mixed - most recent,1.74E+11,Troy Middle School,IL,Troy CCSD 30C,Middle,Regular school,No,67,0,3.25,1,3,0,0,0,3195448,247705.297,99097.094,235205.578
mixed - most recent,1.74E+11,Troy Shorewood School,IL,Troy CCSD 30C,Primary,Regular school,No,30,0,3,0,1.5,0,0,0,1392291,254439.359,104498.172,149851.062
mixed - most recent,1.74E+11,Turner Elem School,IL,West Chicago ESD 33,Primary,Regular school,No,29,0,4,0,1,1,0,0,1704633,239865,107878,149214
mixed - most recent,1.73E+11,Turner Elem School,IL,Posen-Robbins ESD 143-5,Primary,Regular school,No,12,1,3,0,0.2,0,0,0,219949,53262.09,89974,90000
mixed - most recent,1.71E+11,Turner-Drew Elem Language Academy,IL,City of Chicago SD 299,Primary,Regular school,No,15,0,4,1,0,0,0,1,1056211,152734.656,173172.656,252329
mixed - most recent,1.74E+11,Tuscola High School,IL,Tuscola CUSD 301,High,Regular school,No,25,0,6,1,1,1,0,0,1207091,72011,256451,91163
mixed - most recent,1.71E+11,Twain Elem School,IL,City of Chicago SD 299,Primary,Regular school,No,60,0,9,1,0,0,0,1,3986235,307377.312,269991.406,381240
mixed - most recent,1.71E+11,Twin Echo Elem School,IL,Collinsville CUSD 10,Primary,Regular school,No,12,0,0,0,0,0,0,0,507291,-2,-2,92007.617
mixed - most recent,1.72E+11,Twin Groves Middle School,IL,Kildeer Countryside CCSD 96,Middle,Regular school,No,43,0,0,1,1.5,1,0,0,3440974,118735.492,-2,369771.281
mixed - most recent,1.71E+11,Tyler Elementary School,IL,DeKalb CUSD 428,Primary,Regular school,No,16,0,1.72,0,0.4,0.2,0,0,821702,16542.83,117549.742,64551.77
mixed - most recent,1.71E+11,U S Grant Elem School,IL,Chicago Heights SD 170,Primary,Regular school,No,19,0,10,0,0.4,0.6,0,0,855098,68736.594,232408.188,91618.602
mixed - most recent,1.74E+11,U S Grant Middle School,IL,Springfield SD 186,Middle,Regular school,No,45,0,4.8,0,1,0.5,1,1,2031895,-2,386580,295392
mixed - most recent,1.70E+11,Ulysses S Grant Intermediate Sch,IL,Marengo-Union E Cons D 165,Primary,Regular school,No,14,0,2.28,0,1,0.3,0,0,635480,41154.539,91200.102,22512
mixed - most recent,1.71E+11,Union Elem School,IL,Belleville SD 118,Primary,Regular school,No,25,0,3.3,0,0.6,0,0,0,1491154,-2,168448.484,188839.688
mixed - most recent,1.74E+11,Union Elementary School,IL,Union SD 81,Primary,Regular school,No,10,0,1,0,1,0,0,0,890628,98914,68380,132375
mixed - most recent,1.74E+11,Union Ridge Elem School,IL,Union Ridge SD 86,Primary,Regular school,No,49,0,13,0,1,0.5,0,0,2303560,206361,764870,248344
mixed - most recent,1.70E+11,United Elem Sch - North,IL,United CUSD 304,Primary,Regular school,No,18,0,2,1,0.33,0.33,0,0,967936,76822,123384,68000
mixed - most recent,1.70E+11,United Elem Sch - West,IL,United CUSD 304,Primary,Regular school,No,17,0,2,1,0.33,0.33,0,0,786660,95158,104068,76500
mixed - most recent,1.70E+11,United High School,IL,United CUSD 304,High,Regular school,No,19,0,3,1,0.17,0.17,0,0,1222465,18672,175867,95930
mixed - most recent,1.70E+11,United Jr High Sch,IL,United CUSD 304,Middle,Regular school,No,15,0,2,1,0,0.16,0,0,730038,36073,60925,62000
mixed - most recent,1.70E+11,United Twp Area Career Ctr,IL,Rock Island ROE,High,Vocational school,No,,,,,,,,,,,,
mixed - most recent,1.74E+11,United Twp High School,IL,United Twp HSD 30,High,Regular school,No,83,0,20,1,1,1,1,5.63,5225634,101977,1042996,529827
mixed - most recent,1.74E+11,Unity East,IL,Tolono CUSD 7,Primary,Regular school,No,19,0,2,0,0.2,0,0,0,838465,26332,37595,70100
mixed - most recent,1.73E+11,Unity Elem School,IL,Massac UD 1,Primary,Regular school,No,8,0,0,0,0,0,0,0,676952,64991.398,-2,81999.203
mixed - most recent,1.73E+11,Unity Elementary School,IL,CUSD 4,Primary,Regular school,No,15,0,1,0,0,0,0,0,625079,12505,16720,87357
mixed - most recent,1.74E+11,Unity High School,IL,Tolono CUSD 7,High,Regular school,No,39,0,3,2,0.5,0.5,1,0,1334869,63041,103954,238472
mixed - most recent,1.73E+11,Unity High School,IL,CUSD 4,High,Regular school,No,19,0,2,1,0,0,1,0,793404,21830,56862,113065
mixed - most recent,1.74E+11,Unity Jr High School,IL,Tolono CUSD 7,Middle,Regular school,No,27,0,2,1,1.1,0,0.25,0,1235732,105681,40205,209071
mixed - most recent,1.71E+11,Unity Jr High School,IL,Cicero SD 99,Middle,Regular school,No,212,0,2,2,6,1,0,10.46,12538949,576385.25,133673.969,1450352.875
mixed - most recent,1.73E+11,Unity Middle School,IL,CUSD 4,Middle,Regular school,No,16,0,2,0,0,0,0,0,733921,-2,51082,80588
mixed - most recent,1.74E+11,Unity Point Elem School,IL,Unity Point CCSD 140,Primary,Regular school,No,51,0,5,0,1,0,0,0,2033559,215078.5,222538.312,270987.656
mixed - most recent,1.74E+11,Unity West,IL,Tolono CUSD 7,Primary,Regular school,No,33,0,2,0,1,0,0,0,1244930,58559,47833,138607
mixed - most recent,1.71E+11,Univ of Chicago Chtr-Donoghue,IL,City of Chicago SD 299,Primary,Regular school,Yes,31,4,9,0,1,0.25,0,2.53,654415,396227.906,432886.219,288920.75
mixed - most recent,1.71E+11,Univ of Chicago Chtr-Nth Kenwood,IL,City of Chicago SD 299,Primary,Regular school,Yes,20,6,10,0,1,0.25,0,0.96,939869,177215.156,454857.156,230279.312
mixed - most recent,1.71E+11,Univ of Chicago Chtr-Woodlawn,IL,City of Chicago SD 299,High,Regular school,Yes,44,6,12,3,2,0.25,0,2.68,2025961,283261.125,558557,612594.75
mixed - most recent,1.70E+11,University High School,IL,ISU  Laboratory Schools,High,Regular school,No,44,0,0,2,0,0,0,0,2839606,27788,-2,294012
mixed - most recent,1.70E+11,University of Illinois High Sch,IL,University of Ill Lab School,High,Regular school,No,34,31.75,8.49,3,0,0,0,0,1692854,-2,398164.844,436349.594
mixed - most recent,1.71E+11,Uplift Community High School,IL,City of Chicago SD 299,High,Regular school,No,20,0,5,1,0,0,0,3,978278,326045.031,226410.312,252329
mixed - most recent,1.71E+11,Urban Prep Chtr Acad Bronzeville HS,IL,City of Chicago SD 299,High,Regular school,Yes,17,8,2,4,0.3,0.3,0,5,855859,29095,151571.656,206410.359
mixed - most recent,1.71E+11,Urban Prep Chtr Acad Englewood HS,IL,City of Chicago SD 299,High,Regular school,Yes,23,7,2,1,0.5,0.5,0,6,730642,127131,131071.867,264402.125
mixed - most recent,1.70E+11,Urban Prep West Charter School,IL,Urban Prep West Charter School,High,Regular school,Yes,,,,,,,,,,,,
mixed - most recent,1.74E+11,Urbana Early Childhood Ctr,IL,Urbana SD 116,Prekindergarten,Regular school,No,15,0,-2,0,3,0,0,0,Not applicable,-2,-2,-2
mixed - most recent,1.74E+11,Urbana Gerber School,IL,Urbana SD 116,Other,Other/alternative school,No,,,,,,,,,,,,
mixed - most recent,1.74E+11,Urbana High School,IL,Urbana SD 116,High,Regular school,No,91,0,10.35,3,2,1,0,0,3715857,265919,671348.438,423435.562
mixed - most recent,1.74E+11,Urbana Middle School,IL,Urbana SD 116,Middle,Regular school,No,83,0,18.69,3,2,1.5,0,0,2980008,118006.547,827101.375,346456.969
mixed - most recent,1.74E+11,V Blanche Graham Elementary,IL,Indian Prairie CUSD 204,Primary,Regular school,No,23,0,6.3,0,1,0.4,0,0,1446829,179698.984,418261.375,134117.844
mixed - most recent,1.71E+11,V H Nelson Elem School,IL,East Maine SD 63,Primary,Regular school,No,44,0,2,0,1,1,0,0,2073126,38205.52,64942.449,223583.094
mixed - most recent,1.74E+11,V I T Elementary School,IL,V I T CUSD 2,Primary,Regular school,No,15,0,11.2,0,0.4,0.5,0,0,725671,108892.531,397627.25,55000
mixed - most recent,1.74E+11,V I T Jr High School,IL,V I T CUSD 2,Middle,Regular school,No,6,0,1,0,0,0,0,0,253095,20928.74,14244.65,35364.738
mixed - most recent,1.74E+11,V I T Sr High School,IL,V I T CUSD 2,High,Regular school,No,9,0,1,0,0,0,0,0,367966,35611.289,32915.051,49609.391
mixed - most recent,1.73E+11,Valeska Hinton Early Ch Ed Ctr,IL,Peoria SD 150,Prekindergarten,Regular school,No,23,0,-2,0,2,1,0,0,Not applicable,-2,-2,-2
mixed - most recent,1.73E+11,Valley View Elem School,IL,McHenry CCSD 15,Primary,Regular school,No,42,0,3,0,1.2,1,0,0,1920584,-2,0,0
mixed - most recent,1.74E+11,Valmeyer Elementary School,IL,Valmeyer CUSD 3,Primary,Regular school,No,12,0,1.82,0.33,0,0,0,0,638341,43289.738,107894.727,87785.344
mixed - most recent,1.74E+11,Valmeyer High School,IL,Valmeyer CUSD 3,High,Regular school,No,13,0,1.82,0.33,0,0,0,0,617952,-2,107894.727,39968.34
mixed - most recent,1.74E+11,Valmeyer Jr High,IL,Valmeyer CUSD 3,Middle,Regular school,No,7,0,1.82,0.33,0,0,0,0,410312,64150.828,107894.727,87785.344
mixed - most recent,1.72E+11,Van Orin Elem School,IL,La Moille CUSD 303,Primary,Regular school,No,6,0,0.68,0.25,0,0,0,0,311988,54478.98,31277.4,41429.012
mixed - most recent,1.74E+11,Vandalia Community High School,IL,Vandalia CUSD 203,High,Regular school,No,45,0,10,1,0,0,0,0,2327947,-2,298894.375,191819
mixed - most recent,1.74E+11,Vandalia Elementary School,IL,Vandalia CUSD 203,Primary,Regular school,No,34,0,13,1,0,0,0,0,1715307,32066.109,323853.469,191372
mixed - most recent,1.74E+11,Vandalia Junior High School,IL,Vandalia CUSD 203,Middle,Regular school,No,35,0,12,1,0,0,0,0,1738363,23208.5,302997.469,198076
mixed - most recent,1.71E+11,Vanderpoel Elem Magnet School,IL,City of Chicago SD 299,Primary,Regular school,No,19,1,1,1,0,0,2,0,1236839,140263.688,46047.48,132613
mixed - most recent,1.70E+11,Vanguard School,IL,Township HSD 214,High,Other/alternative school,No,12,0,2,2,1,0,0.5,0.66,1092170,168694.047,186418.438,211043.5
mixed - most recent,1.71E+11,Vaughn Occupational High School,IL,City of Chicago SD 299,High,Other/alternative school,No,26,0,4,1,0,0,1,2,469604,1298112.625,170193.906,258627
mixed - most recent,1.74E+11,Venice Elem School,IL,Venice CUSD 3,Primary,Regular school,No,11,1,7,0,0,0,0,0,477828,9,254489,206765
mixed - most recent,1.74E+11,Verda Dierzen Early Learning Ctr,IL,Woodstock CUSD 200,Primary,Regular school,No,33,0,1.99,0,1,1,0,0,1170635,29910,127516,249995
mixed - most recent,1.71E+11,Vermilion Co Detention Center,IL,Danville CCSD 118,High,Other/alternative school,No,,,,,,,,,,,,
mixed - most recent,1.70E+11,Vermilion Voc Ed Deliver System,IL,Vermilion ROE,High,Vocational school,No,,,,,,,,,,,,
mixed - most recent,1.72E+11,Vernon Hills High School,IL,CHSD 128,High,Regular school,No,99,0,38.63,6,4,1.5,1,5,9546520,54210.68,2073385.75,2504883.5
mixed - most recent,1.71E+11,Vernon L Barkstall Elementary Sch,IL,Champaign CUSD 4,Primary,Regular school,No,36,0,5,0,1,0.5,0,0,2037150,174358,95118,156705
mixed - most recent,1.71E+11,Veterans Memorial Middle Sch,IL,Cook County SD 130,Middle,Regular school,No,31,0,3,1,1,0,0,0,1521296,47027.711,131528.156,142168.375
mixed - most recent,1.71E+11,Vick Early Childhood & Family Ctr,IL,City of Chicago SD 299,Prekindergarten,Regular school,No,24,0,-2,1,0,0,2,0,Not applicable,-2,-2,-2
mixed - most recent,1.71E+11,Victor J Andrew High School,IL,Cons HSD 230,High,Regular school,No,135,1,25,8,2.3,1.3,0,2,9838294,350816.219,897263.25,1980406.125
mixed - most recent,1.74E+11,Vienna Elem School Dist 55,IL,Vienna SD 55,Primary,Regular school,No,27,0,6,0,1,0,0,0,1210011,149806,225201,110800
mixed - most recent,1.74E+11,Vienna High School,IL,Vienna HSD 133,High,Regular school,No,22,0,10.5,1,0,0,0,0,1427214,102889,163096,128936
mixed - most recent,1.72E+11,Viking School,IL,Gurnee SD 56,Middle,Regular school,No,47,0,9,0,1.5,0.5,0.25,0,3320465,93156.273,518858.062,284819.062
mixed - most recent,1.74E+11,Villa Grove Elem School,IL,Villa Grove CUSD 302,Primary,Regular school,No,23,0,10,1,0.34,0.14,0,0,1045623,278312.156,1614649.25,83854.539
mixed - most recent,1.74E+11,Villa Grove High School,IL,Villa Grove CUSD 302,High,Regular school,No,19,0,10,1,0.34,0.14,0,0,766323,31371.57,58494.73,275161.281
mixed - most recent,1.74E+11,Villa Grove Jr High School,IL,Villa Grove CUSD 302,Middle,Regular school,No,5,0,0,0,0.34,0.14,0,0,503499,-2,-2,-2
mixed - most recent,1.73E+11,Village Elementary School,IL,Round Lake CUSD 116,Primary,Regular school,No,29,0,4.85,0,1,0.6,0,0,2016771,109909.227,276133.656,274810.469
mixed - most recent,1.72E+11,Virgil I Grissom Middle School,IL,Kirby SD 140,Middle,Regular school,No,54,0,17,1,1,0,0,0,3376302,310822,330675,198868
