,Short_Name,Zip,Lat,Long,GeoNetwork,COMMAREA,WARD_15,sch_id,ca_id,fin_id,tot_student,perc_low_income,perc_black_his_stu,pre_cov_att,post_cov_att,att_diff_pp,match_score,teachers,teachers_per_100stu,help_fte_per_100stu,dolla_per_student,salary_per_teacher,pre_att_bucket,post_att_bucket
118,FAIRFIELD,60629,41.7809039,-87.69211506,10,CHICAGO LAWN,16,610057,64,26701,485,0.8701030927835052,0.9979381443298968,,,,0.93,29.0,44.61538461538462,1.5384615384615383,11536.259793814434,55039.68965517241,high,high
119,SHERMAN,60609,41.79976621,-87.65022145,11,NEW CITY,20,610172,59,25341,221,0.7737556561085973,0.995475113122172,,,,,,,,16791.814479638007,,high,high
120,NEW SULLIVAN,60617,41.74382852,-87.54292761,12,SOUTH CHICAGO,10,610193,42,25541,397,0.8035264483627204,0.9546599496221664,,,,,,,,18227.75314861461,,high,high
121,CLARK HS,60644,41.87288501,-87.75332487,3,AUSTIN,29,610244,26,41051,450,0.9755555555555556,0.9955555555555556,90.55,71.0875,19.46250000000001,,,,,17607.413333333334,,high,low
122,MCNAIR,60651,41.89781907,-87.74673078,3,AUSTIN,37,610282,26,26301,355,0.8394366197183099,0.971830985915493,94.4,,,,,,,18252.115492957746,,high,high
123,PHOENIX MILITARY HS,60612,41.87911823,-87.68696022,6,NEAR WEST SIDE,27,610304,29,55011,455,0.8835164835164835,0.953846153846154,94.6875,86.63749999999999,8.050000000000011,0.95,32.0,49.23076923076923,3.076923076923077,15813.006593406593,72192.40625,high,high
124,BOWEN HS,60617,41.73462672,-87.55755003,12,SOUTH CHICAGO,7,610323,42,46491,202,0.8712871287128713,0.9603960396039604,84.0,74.01249999999999,9.987500000000011,0.9,56.0,86.15384615384616,3.076923076923077,27036.69801980198,53208.607142857145,low,low
125,BOWEN HS,60617,41.73462672,-87.55755003,12,SOUTH CHICAGO,7,610323,42,46491,202,0.8712871287128713,0.9603960396039604,84.0,74.01249999999999,9.987500000000011,1.0,22.0,33.84615384615385,1.5384615384615383,27036.69801980198,50605.36363636364,low,low
126,BOWEN HS,60617,41.73462672,-87.55755003,12,SOUTH CHICAGO,7,610323,42,46491,202,0.8712871287128713,0.9603960396039604,84.0,74.01249999999999,9.987500000000011,0.9,108.0,166.15384615384616,7.6923076923076925,27036.69801980198,59969.833333333336,low,low
127,RABY HS,60624,41.88621006,-87.71542312,5,EAST GARFIELD PARK,28,610334,28,46471,177,0.9152542372881356,0.9887005649717514,81.80000000000001,66.6875,15.112500000000011,,,,,27450.06779661017,,low,low
128,CHICAGO ACADEMY HS,60634,41.94305449,-87.77684657,1,DUNNING,36,610340,17,46481,556,0.7913669064748201,0.8075539568345323,93.1875,92.1375,1.0499999999999972,1.0,35.0,53.84615384615385,1.5384615384615383,11191.18345323741,51490.94285714286,high,high
129,SPRY HS,60623,41.84776169,-87.69894611,7,SOUTH LAWNDALE,12,610357,32,46461,75,0.9066666666666666,0.9866666666666668,85.82499999999999,62.3625,23.46249999999999,1.0,15.0,23.07692307692308,1.5384615384615383,41364.44,54088.2,low,low
130,WILLIAMS HS,60615,41.8061176,-87.62502998,9,GRAND BOULEVARD,3,610380,4,55161,71,0.9154929577464788,0.9859154929577464,85.38749999999999,81.025,4.362499999999983,,,,,41691.05633802817,,low,high
131,BRONZEVILLE HS,60615,41.80520417,-87.62500447,9,GRAND BOULEVARD,3,610381,4,55191,71,0.9154929577464788,0.971830985915493,83.625,84.5,-0.875,0.92,21.0,32.30769230769231,1.5384615384615383,40204.16901408451,57940.0,low,high
132,SOCIAL JUSTICE HS,60623,41.83350728,-87.73529947,7,SOUTH LAWNDALE,22,610383,32,55171,287,0.8989547038327527,0.9930313588850174,88.225,76.25,11.974999999999994,,,,,16630.205574912892,,high,low
133,INFINITY HS,60623,41.83616882,-87.73527796,7,SOUTH LAWNDALE,22,610384,32,55151,405,0.928395061728395,0.982716049382716,92.6125,88.125,4.487500000000011,,,,,12142.172839506173,,high,high
134,MULTICULTURAL HS,60623,41.83528187,-87.7352833,7,SOUTH LAWNDALE,22,610385,32,55181,263,0.8479087452471483,0.9923954372623576,87.5625,85.475,2.0875000000000057,,,,,13847.300380228136,,high,high
135,PEACE AND EDUCATION HS,60609,41.80351472,-87.66737777,8,NEW CITY,20,610386,59,67021,147,0.8707482993197279,0.9863945578231292,85.1625,76.06666666666668,9.095833333333315,0.91,20.0,30.76923076923077,3.076923076923077,26836.251700680274,17470.3,low,low
136,ORR HS,60624,41.89454672,-87.72665959,5,HUMBOLDT PARK,37,610389,24,28151,236,0.8135593220338984,0.961864406779661,73.0625,65.075,7.987499999999997,1.0,23.0,35.38461538461539,3.076923076923077,18429.927966101695,46385.82608695652,low,low
137,RICKOVER MILITARY HS,60660,41.98902071,-87.66578851,2,EDGEWATER,48,610390,15,45221,457,0.7067833698030634,0.8205689277899344,90.75,85.3125,5.4375,,,,,13316.66739606127,,high,high
138,LINDBLOM HS,60636,41.7820408,-87.67166185,11,WEST ENGLEWOOD,15,610391,65,46511,1390,0.5230215827338129,0.9553956834532374,90.6125,86.625,3.987499999999997,,,,,10619.044604316547,,high,high
139,WORLD LANGUAGE HS,60623,41.83439662,-87.73529222,7,SOUTH LAWNDALE,22,610392,32,52011,342,0.9064327485380116,0.9912280701754386,90.775,86.25,4.525000000000006,0.93,23.0,35.38461538461539,3.076923076923077,14704.266081871345,60608.65217391304,high,high
140,UPLIFT HS,60640,41.96554746,-87.65247335,2,UPTOWN,46,610394,31,26861,97,0.711340206185567,0.8041237113402062,85.1,70.86250000000001,14.237499999999985,1.0,20.0,30.76923076923077,1.5384615384615383,47957.36082474227,48913.9,low,low
141,DEVRY HS,60618,41.94138764,-87.69076139,4,NORTH CENTER,47,610402,46,46521,130,0.7076923076923077,0.7769230769230769,94.6,92.625,1.9749999999999943,,,,,17110.292307692307,,high,high
142,COLLINS HS,60623,41.86414857,-87.70204159,5,NORTH LAWNDALE,24,610499,30,49131,214,0.9532710280373832,0.9953271028037384,83.8625,70.9625,12.899999999999991,1.0,24.0,36.92307692307693,1.5384615384615383,21391.228971962617,46030.916666666664,low,low
143,AIR FORCE HS,60609,41.82814532,-87.63275698,6,ARMOUR SQUARE,11,610513,35,45231,137,0.8248175182481752,0.9343065693430656,91.8875,87.98750000000001,3.899999999999992,0.98,25.0,38.46153846153847,3.076923076923077,26740.605839416057,61082.76,high,high
144,AUSTIN CCA HS,60644,41.88599329,-87.76191637,3,AUSTIN,37,610518,26,46621,176,0.8181818181818182,0.9943181818181818,83.275,53.225,30.05000000000001,1.0,19.0,29.230769230769237,1.5384615384615383,24297.517045454544,52240.94736842105,low,low
145,ALCOTT HS,60618,41.93579456,-87.68056201,4,NORTH CENTER,32,610524,46,70241,353,0.6940509915014165,0.8130311614730878,90.6625,82.0875,8.574999999999989,,,,,13024.552407932011,,high,high
146,OGDEN HS,60642,41.89354764,-87.65940468,6,WEST TOWN,1,610529,25,24731,488,0.7049180327868853,0.8340163934426229,91.8,83.7625,8.037500000000009,,,,,38417.44262295082,,high,high
147,SOLORIO HS,60632,41.79520056,-87.71105882,8,GAGE PARK,14,610543,61,46101,1213,0.9043693322341304,0.9818631492168178,94.0375,85.6,8.4375,,,,,11027.910140148393,,high,high
148,SOUTH SHORE INTL HS,60649,41.75879166,-87.57635264,12,SOUTH SHORE,8,610547,39,46631,508,0.7618110236220472,0.9921259842519684,89.725,78.30000000000001,11.424999999999985,0.92,41.0,63.07692307692307,3.076923076923077,14816.795275590552,66843.12195121951,high,high
149,PATHWAYS - ASHBURN HS,60652,41.73523902,-87.70406007,10,ASHBURN,18,610557,69,65018,291,0.6769759450171822,0.9209621993127148,70.73750000000001,60.7125,10.025000000000013,,,,,14833.329896907217,,low,low
150,GOODE HS,60652,41.7537498,-87.70734535,10,ASHBURN,18,610558,69,46611,961,0.8616024973985432,0.9947970863683664,88.3,84.3125,3.987499999999997,,,,,11176.231009365245,,high,high
151,CRANE MEDICAL HS,60612,41.87694744,-87.68330135,6,NEAR WEST SIDE,27,610561,29,46641,306,0.9019607843137256,0.9869281045751634,88.13749999999999,73.7125,14.424999999999985,,,,,18973.003267973858,,high,low
152,BACK OF THE YARDS HS,60609,41.80841254,-87.67754137,8,NEW CITY,15,610563,59,46551,1005,0.9154228855721394,0.9731343283582088,92.3,85.625,6.674999999999997,1.0,75.0,115.38461538461536,6.153846153846154,10808.194029850747,52305.05333333334,high,high
153,DISNEY II HS,60618,41.95248767,-87.72136351,1,IRVING PARK,45,610564,16,26921,747,0.6104417670682731,0.7724230254350736,88.1375,84.7125,3.424999999999997,,,,,16039.659973226238,,high,high
154,CAMELOT - EXCEL ENGLEWOOD HS,60621,41.76389597,-87.64912435,11,ENGLEWOOD,6,610565,66,63142,220,0.7909090909090909,0.9863636363636364,71.5875,71.975,-0.3874999999999886,0.92,15.0,23.07692307692308,4.0,17156.831818181818,38806.066666666666,low,low
155,PATHWAYS - AVONDALE HS,60618,41.93943321,-87.70520632,4,AVONDALE,33,610568,22,65016,328,0.7408536585365854,0.8871951219512195,78.36250000000001,63.625,14.737500000000011,,,,,13299.55487804878,,low,low
156,OMBUDSMAN - NORTHWEST HS,60631,42.01717124,-87.80668177,1,EDISON PARK,41,610569,77,65013,169,0.7041420118343196,0.6686390532544378,57.875,60.3375,-2.4624999999999986,,,,,22860.28402366864,,low,low
157,OMBUDSMAN - SOUTH HS,60635,41.78302658,-87.68363453,10,CHICAGO LAWN,16,610570,64,65014,262,0.8206106870229007,0.9809160305343512,56.8125,44.5625,12.25,,,,,24553.41603053435,,low,low
158,OMBUDSMAN - WEST HS,60612,41.874673,-87.6878423,6,NEAR WEST SIDE,28,610571,29,65015,155,0.7806451612903226,0.9806451612903224,52.975,44.7375,8.237500000000004,,,,,22809.21935483871,,low,low
159,ASPIRA - BUSINESS & FINANCE HS,60618,41.93572647,-87.71820414,4,AVONDALE,30,400172,22,66255,490,0.7612244897959184,0.9755102040816328,87.82083333333333,79.525,8.29583333333332,,,,,17343.610204081633,,high,high
160,NOBLE - MANSUETO HS,60632,41.80798719,-87.69705748,8,BRIGHTON PARK,15,400179,54,66579,1043,0.8657718120805369,0.9923298178331736,95.075,83.94999999999999,11.125,,,,,15831.98945349952,,high,high
161,DYETT ARTS HS,60615,41.80120417,-87.61223911,9,WASHINGTON PARK,4,610587,7,46681,523,0.722753346080306,0.9904397705544932,92.03333333333332,81.4,10.633333333333326,1.0,19.0,29.230769230769237,1.5384615384615383,13239.933078393882,60547.57894736842,high,high
